Code,Area,% with NVQ4+ - aged 16-64,Unnamed: 3,Unnamed: 4,Unnamed: 5,% with NVQ3 only - aged 16-64,Unnamed: 7,Unnamed: 8,Unnamed: 9,% with Trade Apprenticeships - aged 16-64,Unnamed: 11,Unnamed: 12,Unnamed: 13,% with NVQ2 only - aged 16-64,Unnamed: 15,Unnamed: 16,Unnamed: 17,% with NVQ1 only - aged 16-64,Unnamed: 19,Unnamed: 20,Unnamed: 21,% with other qualifications - aged 16-64,Unnamed: 23,Unnamed: 24,Unnamed: 25,% with no qualifications - aged 16-64,Unnamed: 27,Unnamed: 28,Unnamed: 29
E09000021,Kingston upon Thames,61900,115500,53.6,4.7,21700,115500,18.8,3.7,1300,115500,1.1,*,10500,115500,9.1,2.7,7000,115500,6,2.3,7700,115500,6.7,2.4,5500,115500,4.7,2
E09000022,Lambeth,155000,241600,64.2,5,25900,241600,10.7,3.2,2900,241600,1.2,*,23500,241600,9.7,3.1,11800,241600,4.9,2.2,10500,241600,4.4,2.1,12000,241600,5,2.3
E09000023,Lewisham,105900,208000,50.9,4.5,30000,208000,14.4,3.2,3500,208000,1.7,*,26300,208000,12.7,3,18500,208000,8.9,2.6,10600,208000,5.1,2,13100,208000,6.3,2.2
E09000024,Merton,83000,137300,60.5,4.6,19500,137300,14.2,3.3,1300,137300,0.9,*,11200,137300,8.2,2.6,8400,137300,6.1,2.2,6000,137300,4.4,1.9,7800,137300,5.7,2.2
E09000025,Newham,114800,241400,47.6,4.1,27300,241400,11.3,2.6,!,241400,!,!,24600,241400,10.2,2.5,14700,241400,6.1,1.9,37700,241400,15.6,3,21800,241400,9,2.3
E09000026,Redbridge,94600,194800,48.6,4,29300,194800,15.1,2.9,1800,194800,0.9,*,24800,194800,12.7,2.7,10200,194800,5.3,1.8,16400,194800,8.4,2.2,17600,194800,9,2.3
E09000027,Richmond upon Thames,89600,125300,71.5,4.3,13200,125300,10.6,3,!,125300,!,!,9300,125300,7.4,2.5,6300,125300,5,2.1,3700,125300,2.9,1.6,2700,125300,2.1,*
E09000028,Southwark,134300,225500,59.6,4.2,28900,225500,12.8,2.9,!,225500,!,!,18200,225500,8.1,2.3,12300,225500,5.5,2,15800,225500,7,2.2,15100,225500,6.7,2.2
E09000029,Sutton,57000,128900,44.2,4.6,22700,128900,17.6,3.5,3000,128900,2.3,1.4,18000,128900,13.9,3.2,14000,128900,10.8,2.9,6200,128900,4.8,2,8000,128900,6.2,2.2
E09000030,Tower Hamlets,114700,220300,52.1,4.5,31300,220300,14.2,3.2,!,220300,!,!,20400,220300,9.3,2.6,12200,220300,5.5,2.1,21700,220300,9.8,2.7,19300,220300,8.8,2.6
E09000031,Waltham Forest,84100,184500,45.6,4.9,23100,184500,12.5,3.3,!,184500,!,!,20000,184500,10.8,3.1,15800,184500,8.5,2.8,26200,184500,14.2,3.5,14300,184500,7.8,2.7
E09000032,Wandsworth,162500,230700,70.5,4.3,24100,230700,10.5,2.9,!,230700,!,!,13700,230700,5.9,2.2,9100,230700,3.9,1.9,11500,230700,5,2.1,8400,230700,3.7,1.8
E09000033,Westminster,102100,167100,61.1,4.1,19200,167100,11.5,2.7,1300,167100,0.8,*,12400,167100,7.4,2.2,7500,167100,4.5,1.8,16500,167100,9.9,2.5,8200,167100,4.9,1.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E12000001,North East,515900,1643700,31.4,0.9,313500,1643700,19.1,0.8,60800,1643700,3.7,0.4,320700,1643700,19.5,0.8,190800,1643700,11.6,0.6,88200,1643700,5.4,0.4,153800,1643700,9.4,0.6
E12000002,North West,1525100,4494300,33.9,0.6,807600,4494300,18,0.5,157400,4494300,3.5,0.2,791500,4494300,17.6,0.5,527400,4494300,11.7,0.4,257300,4494300,5.7,0.3,428200,4494300,9.5,0.4
E12000003,Yorkshire and The Humber,1054100,3368000,31.3,0.8,636500,3368000,18.9,0.7,142600,3368000,4.2,0.3,556600,3368000,16.5,0.6,419600,3368000,12.5,0.6,239700,3368000,7.1,0.4,318800,3368000,9.5,0.5
E12000004,East Midlands,914000,2921400,31.3,1,573700,2921400,19.6,0.8,109000,2921400,3.7,0.4,516300,2921400,17.7,0.8,369200,2921400,12.6,0.7,218700,2921400,7.5,0.6,220500,2921400,7.5,0.6
E12000005,West Midlands,1124300,3572100,31.5,0.8,603600,3572100,16.9,0.6,96500,3572100,2.7,0.3,614300,3572100,17.2,0.6,417800,3572100,11.7,0.5,295100,3572100,8.3,0.5,420500,3572100,11.8,0.5
E12000006,East,1297000,3726200,34.8,0.9,637700,3726200,17.1,0.7,115700,3726200,3.1,0.3,646700,3726200,17.4,0.7,502400,3726200,13.5,0.6,244100,3726200,6.6,0.5,282700,3726200,7.6,0.5
E12000007,London,3059600,5908500,51.8,0.8,811100,5908500,13.7,0.5,69200,5908500,1.2,0.2,641500,5908500,10.9,0.5,450500,5908500,7.6,0.4,484900,5908500,8.2,0.4,391700,5908500,6.6,0.4
E12000008,South East,2282600,5515000,41.4,0.7,960400,5515000,17.4,0.5,160000,5515000,2.9,0.2,873000,5515000,15.8,0.5,621600,5515000,11.3,0.4,316800,5515000,5.7,0.3,300600,5515000,5.5,0.3
E12000009,South West,1250400,3302900,37.9,0.8,656400,3302900,19.9,0.7,109600,3302900,3.3,0.3,564800,3302900,17.1,0.6,385000,3302900,11.7,0.5,167300,3302900,5.1,0.4,169400,3302900,5.1,0.4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E92000001,England,13022900,34452100,37.8,0.3,6000500,34452100,17.4,0.2,1020900,34452100,3,0.1,5525300,34452100,16,0.2,3884300,34452100,11.3,0.2,2312200,34452100,6.7,0.1,2686200,34452100,7.8,0.1
W92000004,Wales,669200,1903900,35.2,0.7,333600,1903900,17.5,0.6,60500,1903900,3.2,0.3,334200,1903900,17.6,0.6,207400,1903900,10.9,0.5,116700,1903900,6.1,0.4,182200,1903900,9.6,0.4
S92000003,Scotland,1498300,3424900,43.7,0.7,483000,3424900,14.1,0.5,147800,3424900,4.3,0.3,457600,3424900,13.4,0.5,292700,3424900,8.5,0.4,207800,3424900,6.1,0.3,337800,3424900,9.9,0.4
N92000002,Northern Ireland,354000,1160700,30.5,1.4,186600,1160700,16.1,1.1,61600,1160700,5.3,0.7,208100,1160700,17.9,1.2,101500,1160700,8.7,0.9,65700,1160700,5.7,0.7,183100,1160700,15.8,1.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K04000001,England and Wales,13692100,36356000,37.7,0.2,6334100,36356000,17.4,0.2,1081300,36356000,3,0.1,5859500,36356000,16.1,0.2,4091700,36356000,11.3,0.2,2428900,36356000,6.7,0.1,2868400,36356000,7.9,0.1
K03000001,Great Britain,15190400,39780900,38.2,0.2,6817100,39780900,17.1,0.2,1229100,39780900,3.1,0.1,6317000,39780900,15.9,0.2,4384400,39780900,11,0.2,2636700,39780900,6.6,0.1,3206200,39780900,8.1,0.1
K02000001,United Kingdom,15544400,40941500,38,0.2,7003700,40941500,17.1,0.2,1290800,40941500,3.2,0.1,6525200,40941500,15.9,0.2,4485900,40941500,11,0.1,2702400,40941500,6.6,0.1,3389300,40941500,8.3,0.1
